ROW TYPE,ATTRIBUTE_NAME,Realisation,Initialisation,Parameters,ent_fac_dp,ent_fac_md,amdet_fac,r_det,cca_md_knob,cca_dp_knob,cca_sh_knob,mparwtr,qlmin,gwd_frc,fbcd,gwd_fsat,gsharp,nsigma,g0_rp,ricrit_rp,orog_drag_param,a_ent_1_rp,g1_rp,zhloc_depth_fac,par_mezcla,lambda_min_rp,dec_thres_cloud,dec_thres_cu,forced_cu_fac,dbsdtbs_turb_0,two_d_fsd_factor,dp_corr_strat,ice_width,c_r_correl,m_ci,ai,x1r,ar,mp_dz_scal,ps_anth_so2_emiss,ps_dry_depvel_so2,ps_sigma_updraught,biom_aer_ems_scaling,ps_natl_ss_emiss,ps_acc_cor_scav,param_cloud_hplus,ps_natl_dms_emiss,u10_max_coare,r0,rho_snow_fresh,tupp_io,f0_io,dz0v_dh_io,nl0_io,rootd_ft_io,psm
Experiment,,1,1,668,1.086054871,0.610085579,9.971966922,0.841514078,0.350302077,0.350302077,0.200256419,0.0013053,0.000333598,7.93013845,1.845873104,0.334766819,0.24357086,5.213950147,14.35195065,0.696769397,0.657892519,0.433805195,1.603193114,0.964358069,0.396049835,105.6132892,0.042970248,0.021485124,0.791787665,0.000327137,1.652184064,21575.53046,0.866804155,0.930321786,0.824265383,0.016583847,0.344471841,0.138879357,1.716093502,0.858506694,1.109379915,0.406426545,1.264055875,1.434756303,1.190789418,6.173259062,1.243612853,23.12739178,51.86104743,90.60313394,30.72577202,0.956323178,0.021572649,0.032665642,5.613274814,0.88491327
Experiment,,1,1,669,1.021216847,1.852906135,8.562997313,0.621322874,0.17000826,0.17000826,0.170830849,0.001202277,0.00043062,3.037661522,3.551725986,0.921398506,0.226561399,3.588126652,29.89091884,0.334549769,0.295175933,0.283226507,1.046706656,0.342380391,0.166653435,44.44091591,0.15087909,0.075439545,0.167301147,0.000458612,1.572017377,23881.65579,0.457729379,0.774335283,1.032025008,0.033845891,0.20585329,0.936806907,2.968546368,1.357960737,0.64567784,0.307435894,1.448937722,1.536704555,1.992308415,6.24950303,1.644772924,15.1139109,67.19423501,104.1806201,37.41586225,0.794423372,0.061114387,0.052906723,5.530893321,1.161682905
Experiment,,1,1,670,1.846841001,1.814266168,3.65796128,0.69513181,0.090427818,0.090427818,0.150128402,0.00141455,0.000337965,7.113117704,5.029485513,1.383990744,0.920066593,2.102155575,36.86085934,0.271290474,0.661550289,0.122365756,0.45222127,0.133182951,0.178289935,47.54398268,0.276040057,0.138020029,0.560160287,0.00047408,1.117443724,19022.06349,0.194737288,0.712234168,1.26824055,0.007044402,0.167879119,0.252531334,0.695358567,1.101677802,0.716343274,0.449505647,1.119863804,0.593002513,0.996888526,5.566912999,1.707632859,22.06956063,53.29325568,104.2829653,29.9263215,0.842347113,0.149033785,0.051967158,1.352516258,1.257361948
Experiment,,1,1,671,2.523543118,1.069575711,4.414762703,0.640122106,0.220791429,0.220791429,0.377124051,0.001800657,0.000429663,5.518999461,6.405185176,1.449080264,0.244643801,2.70424623,12.0724423,0.828332806,0.154076085,0.224721877,0.830493893,0.463903069,0.160166028,42.71094089,0.059998614,0.029999307,0.2591151,0.000788661,1.362080483,8169.348436,0.012754277,0.543042792,1.076261687,0.016969814,0.250332871,0.017621347,1.025297589,1.114244637,1.162674344,0.487970832,0.407107194,3.552828998,1.303534754,5.325180457,1.69727589,15.78825586,50.87124518,104.0491703,33.00329458,0.783943565,0.064238042,0.040440531,2.073107149,1.449781753
Experiment,,1,1,672,0.254189686,0.902603248,4.698601776,0.538721434,0.096520774,0.096520774,0.226892343,0.001268321,0.000350835,2.609653247,9.056190547,0.901179149,0.560969243,3.508441315,9.733960164,1.0273311,0.31718822,0.219231527,0.810203469,0.819025777,0.109127403,29.10064085,0.093102705,0.046551353,0.582145336,0.000856101,1.212364874,27619.57481,0.649589328,0.46191885,0.975096325,0.034953915,0.18790614,0.766690962,2.28281023,0.994927164,0.90220179,0.266408285,1.190228111,1.245257604,1.553491721,6.254596006,1.630081273,23.69929944,49.4977943,99.21018637,25.96665907,0.959258116,0.078589757,0.06511866,0.724793212,1.461467327
Experiment,,1,1,673,1.545681653,1.343527495,7.451486514,0.67779213,0.218327798,0.218327798,0.135685112,0.001130118,0.00039613,4.025444483,1.41108582,1.120062197,1.45043252,1.696317181,24.59093853,0.406653857,0.347814326,0.392339949,1.449951987,0.171964805,0.091305033,24.34800883,0.071844478,0.035922239,0.624304195,0.000487833,1.364181294,26556.79311,0.267279986,0.117322477,1.085150074,0.041612505,0.199798306,0.628816015,1.888556836,0.86428381,1.40529271,0.295917611,1.053707603,2.58558137,1.242460592,6.478864741,1.843724973,14.29713479,61.56557433,96.68999654,33.62117173,0.937498554,0.124290875,0.053240411,4.088234786,1.072941672
Experiment,,1,1,674,0.645788157,1.283477208,14.12883895,0.891615996,0.186245084,0.186245084,0.164066568,0.001090761,0.000129,6.343079562,7.087317913,1.220611801,0.301388676,2.893792285,11.04813741,0.905129945,0.31641467,0.342745942,1.266669785,0.988591316,0.008547899,2.279439649,0.063617449,0.031808724,0.377245067,0.000256346,1.214578134,32219.43198,0.528670077,0.555853097,1.926019244,0.029656384,0.193552843,0.302967526,2.655352116,0.909731209,1.937360285,0.272021773,0.956688697,2.304314588,1.84643386,5.484556987,1.356638732,18.6310611,69.24363889,91.46770535,27.55066313,0.843536226,0.033873736,0.026423413,4.674942374,0.761297118
Experiment,,1,1,675,0.268257298,2.013518646,5.43722976,0.453307281,0.100184684,0.100184684,0.257468307,0.001182093,0.000121343,2.338131162,1.206485189,0.29327937,0.61972122,2.317388216,16.2526472,0.615284383,0.453921119,0.392821276,1.451730801,0.747004218,0.200213826,53.39035366,0.031730496,0.015865248,0.423266069,0.000229265,1.428130497,19450.15719,0.314479981,0.683217452,1.128595078,0.017700739,0.29435392,0.754574287,1.630985154,1.446394291,0.48024984,0.213554336,2.962422625,1.93646913,1.082937089,5.414069618,1.861137375,17.09320067,44.79382535,105.3028231,31.45835552,0.925261332,0.075784109,0.056496672,1.981253462,0.635566682
Experiment,,1,1,676,2.464624167,2.345250711,12.77680202,0.704596974,0.561611327,0.561611327,0.464934923,0.00154362,0.000202017,1.222987212,6.070842566,0.553375223,0.279950426,4.082021161,14.58718949,0.685533016,0.092460282,0.387358184,1.431541114,0.68436839,0.0964486,25.71962673,0.242272992,0.121136496,0.368288109,5.80E-05,1.456012119,21891.86506,0.822217323,0.326157637,0.882172002,0.048653461,0.247490499,0.487253632,1.583885915,0.764396831,2.965839867,0.503395512,3.253617663,1.523470953,1.059079779,6.127035208,1.391327801,17.52589881,59.56609015,82.90914929,31.68503153,0.837474068,0.090045461,0.025897562,2.012575065,1.38466526
Experiment,,1,1,677,1.969573223,0.466872488,5.984515728,0.634000361,0.580575604,0.580575604,0.233651461,0.001013344,0.000332712,6.53346982,3.405415901,0.937319209,0.062721738,1.575101113,14.04351718,0.71207233,0.397042482,0.061148294,0.225982825,0.979274569,0.190279391,50.74117095,0.223591959,0.111795979,0.348437802,0.000393167,1.633987842,20033.82155,0.943187847,0.488589421,1.045181699,0.034760946,0.224901551,0.337256163,0.071582934,0.925885776,3.201205126,0.467401753,3.263518813,2.753743188,1.287544822,5.22045372,1.537936383,18.7934585,44.41487689,99.55493581,39.4228754,0.728358075,0.03886966,0.019412826,6.064228378,1.558961599
Experiment,,1,1,678,1.215116308,2.295760886,6.499108893,0.686679571,0.281116926,0.281116926,0.412259386,0.001685183,0.000222787,4.074994144,4.78580562,0.280391096,0.987569494,4.819533497,11.63017848,0.859832033,0.855958782,0.343860585,1.270789119,0.383567098,0.205128248,54.70086612,0.193600036,0.096800018,0.227365224,0.00068818,1.872416356,11985.03147,0.532823119,0.849675533,0.870843303,0.034881347,0.259126993,0.270621379,1.660870121,1.047254503,0.583189415,0.193858103,1.059556286,0.761814043,1.783807639,5.601579671,1.480899425,20.13911758,44.55589771,99.86371411,39.26250223,0.889990892,0.018129307,0.061001851,1.289604422,1.148710359
Experiment,,1,1,679,0.51985648,1.410759698,8.858956202,0.831297846,0.142968109,0.142968109,0.122597912,0.0014877,0.000235191,3.160724563,8.626369423,0.617275043,1.151765091,2.54557614,16.23261132,0.616043827,0.130879843,0.097477218,0.360241893,0.189112552,0.157980653,42.12817422,0.063051063,0.031525531,0.593007553,0.00035852,1.423617783,21491.18917,0.191840633,0.561173312,0.702515306,0.014202757,0.253439037,0.2962278,0.668005928,0.868080085,0.577470277,0.518172907,1.043271203,2.14117782,0.985252722,5.969080142,1.838241714,15.96971783,62.22936887,96.13341452,35.79457458,0.955028732,0.027195662,0.090644304,3.767716342,1.956087018
Experiment,,1,1,680,0.403495255,1.403722736,4.874499263,0.838087694,0.157901475,0.157901475,0.061296904,0.001458269,0.000437607,3.669947297,6.840774095,0.305212419,1.323565644,3.786089432,11.55596865,0.86535368,0.041358223,0.121182683,0.447849046,0.486075037,0.083582096,22.28855901,0.217972759,0.10898638,0.721351383,6.72E-05,1.291406268,18274.07364,0.835963094,0.769396143,2.142307292,0.025607912,0.166164863,0.107306853,3.09289003,0.709544396,0.564321103,0.464088342,1.472370904,4.069108365,1.794382889,5.59636541,1.794988533,16.04487927,46.65557907,114.339394,36.92121217,0.777173136,0.060983131,0.102525503,4.707226854,0.805973665
Experiment,,1,1,681,0.686265676,1.411104165,1.575656414,0.807302396,0.136176796,0.136176796,0.341816724,0.001693663,0.000457255,4.574139431,7.401535058,0.69629933,0.321686346,3.091824973,14.55828894,0.686893909,0.124314919,0.244610992,0.903997143,0.770241607,0.234809096,62.61575889,0.112653391,0.056326695,0.467124199,0.000462145,1.884040974,31510.53744,0.58896518,0.807339546,1.400962986,0.024043327,0.168930591,0.613138417,1.520836028,0.828359441,0.35789962,0.58571967,1.502417653,0.980468422,1.038424833,5.555042692,0.997757457,17.188651,70.5156697,98.01221734,31.9696608,0.882833572,0.03670795,0.029430905,7.011654936,1.857891959
Experiment,,1,1,682,3.537786308,0.349585422,14.26007217,0.863243172,0.118031902,0.118031902,0.104165712,0.0014227,0.000361044,4.708996515,1.00987221,0.846518983,0.393192768,2.761607316,5.759110352,1.7363793,0.285406161,0.048730383,0.180090546,0.626421303,0.340062528,90.68334068,0.179354643,0.089677322,0.578095073,0.000843175,1.848442509,18163.04822,0.469336018,0.268546272,1.379997362,0.019111905,0.178989036,0.847662914,1.385569316,1.467315483,1.012160058,0.39632865,1.976488714,2.86472073,0.986200017,6.53405349,1.470765919,19.68873383,45.0907848,94.41085152,37.94227846,0.825854258,0.063497042,0.052333012,1.973824823,1.334482204
Experiment,,1,1,683,1.125761253,1.676812888,1.604143271,0.442106598,0.304963335,0.304963335,0.179272379,0.001242439,0.000272711,2.038530298,4.459102864,0.753116501,1.717730441,2.032652514,16.91880696,0.591058224,0.860469936,0.406416507,1.501974047,0.029720348,0.303425596,80.91349227,0.083609322,0.041804661,0.222861395,0.000378904,1.520913093,12703.10142,0.076753165,0.55445651,0.9067622,0.025687023,0.220150676,0.828110482,1.645158617,1.292811677,0.526523004,0.336670316,2.670356362,0.905185289,1.676053019,5.440500878,1.12079926,20.5326204,67.97835903,117.1935782,36.31538162,0.823445428,0.107846933,0.055651719,2.669816208,1.146982062
Experiment,,1,1,684,1.830314123,0.60846449,0.408703027,0.687259278,0.104104345,0.104104345,0.566866108,0.001357597,9.36E-05,0.821362327,7.737875224,1.27260798,0.296403415,2.162367232,3.964379363,2.522462934,0.340447529,0.075329083,0.278390089,0.952471689,0.069911347,18.64302599,0.032756562,0.016378281,0.711748762,0.000488018,1.406756737,22392.61253,0.425003696,0.943484284,1.317338551,0.018563211,0.15382003,0.275453576,2.836167324,0.950247333,0.477884569,0.33998765,2.354777894,1.638451598,1.212904163,6.27063815,1.755346163,21.20821336,46.41421698,101.8136704,34.04330817,0.875786793,0.093194251,0.037654349,2.213564237,1.923618831
Experiment,,1,1,685,1.667901875,1.379856541,0.347191583,0.594116622,0.137064665,0.137064665,0.090135681,0.001620842,0.000280556,4.80530128,6.758876491,0.781673595,1.108302228,2.879787993,11.99975973,0.833350019,0.447377408,0.113063884,0.417844787,0.980728561,0.093935915,25.04957743,0.112287555,0.056143777,0.319033976,0.000120777,1.042932519,7094.884847,0.208943959,0.872971031,0.864361153,0.034904205,0.207125955,0.763427664,1.02767251,0.707153743,1.415295344,0.380283841,3.756804022,1.090406943,1.975014903,6.29085667,0.961039264,21.95291377,45.92405279,112.9845009,31.86224516,0.757769057,0.117406408,0.063741638,2.265456948,1.041205068
Experiment,,1,1,686,2.998603907,0.212968435,8.522902074,0.545123246,0.055793122,0.055793122,0.277828995,0.001355628,0.000212869,2.281525133,5.94099615,0.364351064,0.223839039,6.004741672,11.0494853,0.90501953,0.286809166,0.109914488,0.406205717,0.14119309,0.356804938,95.1479836,0.19772902,0.09886451,0.628146409,0.000615478,1.166061395,16914.35003,0.341877236,0.720748293,0.979030079,0.009979777,0.247292215,0.714024513,1.652545248,0.745309586,1.962007486,0.226425703,2.775710883,1.235595892,0.665339683,5.584413036,1.287895166,22.60864719,48.10695167,97.80028517,37.68348609,0.907407191,0.047176503,0.030202577,6.790342665,1.704165766
Experiment,,1,1,687,0.561910577,1.802655262,0.954489508,0.773800191,0.216179179,0.216179179,0.126056324,0.001492083,0.000271409,6.150521458,1.945800907,1.424099286,0.701634038,4.391612274,28.36361561,0.35256436,0.160242853,0.360887758,1.333715627,0.956537283,0.384664691,102.5772509,0.226760043,0.113380021,0.290098027,0.000421955,1.758714901,12694.13087,0.811193714,0.856794915,0.557641366,0.043748702,0.163537413,0.243674898,1.439517863,1.036486492,0.695713217,0.315341177,1.047822405,3.051592832,1.105870583,5.559010305,0.959683883,18.20602555,51.71646376,98.40099468,32.93007593,0.69629987,0.1274602,0.058633162,1.1108089,1.426319954
Experiment,,1,1,688,3.211468587,2.231796827,8.693770627,0.505015896,0.313344641,0.313344641,0.218443687,0.001552199,0.000399188,8.541673417,1.267768622,0.986450017,1.307066408,3.553952889,9.787799232,1.021680131,0.583649511,0.092263139,0.34097247,0.371962258,0.093554174,24.94777983,0.160547364,0.080273682,0.811941375,0.000226938,1.743936094,20496.18378,0.850749312,0.519231271,2.064566246,0.029943146,0.37819575,0.80153001,2.97177972,0.630164109,0.371355524,0.57646944,0.720663511,2.405256715,1.742772731,5.854506369,0.839574416,21.08365403,75.46415251,84.72090758,36.70457687,0.686045291,0.02278505,0.027199463,1.478781344,1.415473816
Experiment,,1,1,689,2.352910142,1.961198195,8.986954633,0.411975794,0.428479743,0.428479743,0.168472863,0.001317798,0.000362725,3.499866318,4.80182965,0.918032539,0.112488253,5.780398807,44.6664681,0.223881592,0.108443951,0.336853384,1.244892939,0.420669069,0.07989279,21.30474406,0.161541302,0.080770651,0.444553619,0.0007629,1.911219883,27728.33309,0.123462805,0.743643583,1.798717694,0.035679399,0.228022472,0.989180008,2.930813437,0.984227862,0.721966962,0.504788376,1.719510291,3.26450088,0.962270195,6.702069176,0.934734833,21.95406969,59.4537579,97.84018534,34.07661945,0.914593753,0.094390803,0.022136435,3.547666181,1.281601263
Experiment,,1,1,690,0.699215715,1.672515758,5.587659798,0.684055786,0.204774703,0.204774703,0.20583448,0.001195244,0.000167459,5.987228579,6.595753792,0.972576826,1.712933951,3.213825762,13.00732186,0.768797767,0.524175848,0.392762002,1.451511745,0.437456801,0.163595473,43.6254596,0.052620077,0.026310039,0.467599091,0.000855545,1.92613175,18133.44512,0.828542947,0.031920135,1.55850808,0.027667607,0.2894845,0.215314433,2.960294664,0.976598628,1.030110825,0.244894772,2.096644221,0.80155479,1.292784255,5.634845101,1.330304409,19.58998997,54.42532063,99.77782257,30.40250612,0.93933042,0.13790877,0.024842598,1.594784286,1.293341582
Experiment,,1,1,691,1.805842538,0.615176908,11.69973291,0.524252085,0.077331382,0.077331382,0.149664966,0.001667255,9.70E-05,4.068817703,7.714547535,1.005754974,0.06970667,5.831171643,13.36405334,0.748275972,0.543637558,0.437666572,1.617463418,0.655796272,0.10179902,27.14640523,0.19893835,0.099469175,0.443838485,0.0004301,1.438790152,18216.16126,0.760372604,0.505779803,1.09338587,0.016702693,0.208157017,0.949190635,2.450219031,1.029250067,2.039893056,0.534445225,1.314033756,0.506010161,1.66552331,5.929824735,1.366501015,19.09021556,65.31145957,108.4911871,31.96880441,0.774406879,0.055447425,0.019432435,5.889518994,1.807716646
Experiment,,1,1,692,0.61894786,2.256540579,1.237384463,0.641679198,0.357075024,0.357075024,0.442945836,0.001233677,9.09E-05,5.823315858,3.027887047,0.289332907,1.645437817,1.889828791,17.80964108,0.561493629,0.389505237,0.369831455,1.366768421,0.980824888,0.158669564,42.31188381,0.165741505,0.082870753,0.359052724,0.000420129,1.178855175,32411.0009,0.744722096,0.393250485,0.940264533,0.00620857,0.16826733,0.598536059,2.311652462,0.776937305,1.424696719,0.428022629,1.667110958,0.620799858,1.901525085,5.300878496,0.815261438,21.15507963,56.8328119,125.3166375,37.96370307,0.909690229,0.072148219,0.105760914,2.362320966,1.26259928
Experiment,,1,1,693,0.573676512,0.680909296,3.440648276,0.546752734,0.122693727,0.122693727,0.147420377,0.001003024,7.77E-05,8.009378272,0.648560798,1.326673933,1.788507271,2.703553408,15.59939125,0.641050656,0.561467692,0.235451887,0.870148277,0.332110225,0.273842348,73.02462601,0.073238556,0.036619278,0.676548451,0.000792532,1.400598389,7276.275999,0.833875937,0.903705827,0.845018248,0.008807152,0.230067735,0.827955223,2.791368929,1.07991239,1.460031509,0.480365268,2.558093705,2.214219594,0.998974056,5.847570847,1.463122136,20.33310181,71.38009562,84.36762451,40.02731455,0.757103654,0.067974593,0.06560221,0.265868656,1.10960162
Experiment,,1,1,694,0.698479596,0.896564375,2.537849134,0.829089289,0.186071938,0.186071938,0.158046612,0.001117745,0.000268479,4.011528733,1.301902941,0.428990188,0.319230087,4.174802678,23.19829848,0.431066098,0.240353581,0.208330942,0.769918697,0.414204721,0.051087045,13.62321198,0.105054127,0.052527064,0.728913344,0.000197512,1.468023878,5103.179016,0.095086511,0.502753057,1.421134281,0.03271947,0.274537741,0.455378605,1.436482522,1.14789677,0.501168421,0.443757392,1.131765308,0.596001807,1.253165925,6.441583574,1.266489631,21.60731113,58.71071147,110.6960337,38.02807745,0.737983447,0.063480588,0.071167539,0.632993037,1.684380139
Experiment,,1,1,695,1.881434615,1.896338386,3.994289357,0.55389834,0.046315241,0.046315241,0.161582893,0.001399869,0.000470302,8.186509544,5.840497398,0.502996535,1.022746971,5.337362608,23.8344747,0.419560327,0.089313993,0.213095382,0.787526413,0.379747392,0.281516087,75.07095666,0.016800911,0.008400455,0.544227059,0.000300918,1.28663219,30441.75937,0.840620897,0.116084567,2.007950122,0.019443263,0.323342995,0.811244013,2.274056155,0.964341433,2.049665626,0.369056937,0.746195081,1.624816654,1.84489357,6.109296849,1.176006165,20.63021452,55.21195409,90.76360622,33.4061898,0.768597065,0.036764257,0.088958095,0.195666105,0.921831618
Experiment,,1,1,696,0.820169838,0.72144505,6.086405021,0.475180686,0.213102089,0.213102089,0.27418549,0.001374751,0.000115636,8.436042728,2.555015867,0.494194542,0.020859468,2.950841455,34.31016743,0.291458793,0.100866026,0.353348967,1.305854878,0.270955719,0.0471964,12.5857066,0.104149027,0.052074513,0.689790059,0.000175381,1.165610497,6756.731873,0.343470629,0.487261864,1.582983075,0.025313608,0.146550315,0.275984233,0.16086153,1.160153413,0.417650339,0.288440286,1.054005931,0.807835219,0.793634166,5.66322055,1.736645412,23.45882855,47.46996297,104.4528343,34.5774162,0.718760832,0.081027318,0.051179525,3.712122675,1.796219452
Experiment,,1,1,697,0.666636837,2.157469167,14.50913098,0.801762019,0.17389956,0.17389956,0.361950152,0.001170967,5.63E-05,5.124519884,0.916041016,1.706185624,0.987786823,2.517818307,36.45199322,0.274333421,0.260697989,0.258080826,0.953776966,0.803388851,0.141273655,37.67297463,0.116622895,0.058311448,0.509245678,0.000195905,1.77590454,9364.18901,0.016974928,0.84116002,2.668748057,0.020283591,0.121337071,0.170246896,1.325561349,1.318858483,0.319060586,0.490554174,0.678712409,1.750982514,1.467735292,6.428812692,1.65338741,14.94488697,69.88822688,82.34411141,31.67169868,0.958792324,0.127027677,0.075024631,4.552845753,1.207860097
Experiment,,1,1,698,2.969060537,0.877676133,7.617155203,0.886563822,0.244141741,0.244141741,0.232118985,0.001090788,0.00041916,4.290923435,2.800761815,0.429835018,1.551264574,5.059143399,7.728139353,1.293972526,0.331792398,0.278657953,1.029822871,0.371754244,0.212703384,56.72090241,0.203110746,0.101555373,0.84027668,0.000481299,1.412356041,5117.765439,0.49250027,0.822776162,1.64935986,0.014207245,0.115857374,0.398646057,3.837579054,1.303481924,0.48695141,0.38984456,2.718091516,3.861718563,0.847854188,6.478388871,1.299227105,15.34836828,55.91715883,80.23272248,35.91324742,0.813561699,0.116656054,0.021113659,5.906579157,1.548628349
Experiment,,1,1,699,0.375014807,2.355540302,3.706465854,0.732012033,0.072699273,0.072699273,0.051937336,0.001113088,0.000452554,3.966486323,7.831494691,0.952748438,1.530079624,2.127251892,18.45252761,0.541931177,0.803099189,0.219435654,0.810957851,0.422848784,0.044458707,11.85565516,0.212369312,0.106184656,0.502989603,0.000176258,1.471099547,18686.21537,0.406546347,0.88145733,1.092731034,0.03992256,0.307127496,0.502501543,3.365410877,0.924028432,1.377871919,0.496105451,2.095889001,0.554104842,1.912423223,5.544870758,0.862271882,19.17652632,55.7497047,97.47645905,28.13031988,0.864939976,0.033763922,0.028894913,3.503207761,1.560661758
Experiment,,1,1,700,1.684484271,1.615050382,7.705543914,0.439049208,0.083922041,0.083922041,0.148474134,0.001546219,5.11E-05,2.952212032,8.880732329,1.564713343,0.831077722,2.342965788,7.390595067,1.353071019,0.448928916,0.251917579,0.930999748,0.862803211,0.15931697,42.48452538,0.062947906,0.031473953,0.744549519,0.000546867,1.584615906,11842.06419,0.237251427,0.905195773,0.826210083,0.01796993,0.311026782,0.234237525,3.036320245,1.194759001,2.743574866,0.596468595,0.762862849,2.633571393,1.936715742,6.26967595,1.198738696,15.54669839,73.13889858,117.3484966,38.9484571,0.83297608,0.077219416,0.062950307,0.53398372,1.09407793
Experiment,,1,1,701,2.077258308,1.610774899,4.754104676,0.928522519,0.071838133,0.071838133,0.189999843,0.001681953,0.000151088,3.311992725,3.572102853,0.563671418,1.14798198,3.658579966,20.98005507,0.476643172,0.542687353,0.331771988,1.226113869,0.748187513,0.113118581,30.16495502,0.167538322,0.083769161,0.311634002,0.000538786,1.917695696,34519.57644,0.107083066,0.629224023,1.358471582,0.023589775,0.161189568,0.609225653,2.063201642,1.139625605,1.681934658,0.133627407,3.24667199,0.597470151,1.607453827,5.927609773,1.579721669,15.77318041,55.88838116,111.5907639,40.02991702,0.793402645,0.121234,0.027613758,2.509231599,1.259140436
Experiment,,1,1,702,0.451791402,2.744980145,5.640836061,0.801445952,0.438172357,0.438172357,0.185388793,0.001122797,7.82E-05,2.069858389,1.425152299,0.996889705,0.189473078,5.033597142,8.726419028,1.145945429,0.646197193,0.115925395,0.428419939,0.535761665,0.039238545,10.46361197,0.129905857,0.064952928,0.538797894,0.000404825,1.918468432,32155.06091,0.145883152,0.970617971,2.317404034,0.030898007,0.264737611,0.047051253,1.174272077,0.981956506,0.575561117,0.557314863,2.750086929,0.272216163,1.06242494,5.421643283,1.368952099,22.14315737,51.61981761,97.86062687,33.16330142,0.75056356,0.098111058,0.021294284,4.430281796,0.816012401
Experiment,,1,1,703,2.423750398,0.526509032,1.842031631,0.777181682,0.504435314,0.504435314,0.25002826,0.001514392,0.000390779,8.820098927,8.314288987,0.864379041,1.094861866,4.327024421,29.26779886,0.341672431,0.493209013,0.042800592,0.158176101,0.024154993,0.062553572,16.68095262,0.13696031,0.068480155,0.931684522,0.000163333,1.500202751,15274.89446,0.933373064,0.73295349,1.290444072,0.022458962,0.241847581,0.448914089,1.15562243,1.204815757,1.307877566,0.457337124,1.942650819,0.621478789,0.956601933,6.052177392,1.35233431,22.38058572,56.26126792,85.0029008,31.47615372,0.877973561,0.048472672,0.017193836,4.316331888,0.946360237
Experiment,,1,1,704,1.4004807,0.976248502,4.035050018,0.673805447,0.64089733,0.64089733,0.205054014,0.001006246,0.000177259,8.547366807,4.69290842,0.867433088,0.08952705,3.686091791,5.932195214,1.685716609,0.06919284,0.193815439,0.716274448,0.346259767,0.038125906,10.16690823,0.220059834,0.110029917,0.177592285,0.000553059,1.270397277,26381.36896,0.254183656,0.335853761,2.291703648,0.016404621,0.233519966,0.497901967,1.901774388,1.081322477,0.586370308,0.161964165,2.29447861,2.002270935,0.813384901,5.528514295,1.713270761,14.3807628,55.65947715,107.5487011,28.47997981,0.693236753,0.101366744,0.097195089,2.372416602,1.094220259
Experiment,,1,1,705,0.553017143,1.034787356,9.025417157,0.96109005,0.441764851,0.441764851,0.461676609,0.00119441,0.000303528,6.984318897,9.376072898,0.918122588,0.81263812,3.023169127,11.38392001,0.878432033,0.147484151,0.454167979,1.678446879,0.308364126,0.3228801,86.10135995,0.074311117,0.037155558,0.214948507,0.000366899,1.831531447,6075.666571,0.149429446,0.250392301,2.044710289,0.034237718,0.225153756,0.987648199,3.08685212,0.802646491,0.459191679,0.318670373,2.003470227,1.634307701,1.701731577,6.503722389,1.746519781,15.93018136,71.61035863,119.0707181,31.97898676,0.819150981,0.079841898,0.069064397,4.571037501,1.314122757
Experiment,,1,1,706,0.976654127,1.101926703,0.434654082,0.516483558,0.156446921,0.156446921,0.537593872,0.001046669,0.000202292,1.661267612,3.418762253,1.429124628,1.611766532,3.604513518,23.25686238,0.429980615,0.622212326,0.05381813,0.198893088,0.199531719,0.278623523,74.29960616,0.029377251,0.014688626,0.567565675,0.00016082,1.430563987,19285.22477,0.144842665,0.724209832,1.957124913,0.022237194,0.235214257,0.076477438,2.633849453,0.8508377,0.967773439,0.471023807,1.716752025,0.548869001,1.029101975,5.504283192,0.770034291,22.8024031,47.78018508,96.64258287,32.88758008,0.711802553,0.120928455,0.109524333,3.310850793,1.29713233
Experiment,,1,1,707,1.489573043,0.9340838,9.83658702,0.661777039,0.104189639,0.104189639,0.05009274,0.001264954,0.000139472,5.68697806,8.093502098,0.638942061,0.056898294,3.78295715,16.2296119,0.616157679,0.456297794,0.008648076,0.031960281,0.132099672,0.121692827,32.45142047,0.01784472,0.00892236,0.085155226,0.000614375,1.876030126,23229.3521,0.167977827,0.519512688,0.331602826,0.042860292,0.265792386,0.050138837,0.718278611,0.866153724,0.374236901,0.177374371,2.028633182,1.023294563,1.792589598,5.568916371,1.012177801,17.83536558,49.7511792,107.8397929,34.16823038,0.695228438,0.094735605,0.029832738,5.591607693,0.8681463
Experiment,,1,1,708,1.843460535,1.979323941,5.679826934,0.896079018,0.08944947,0.08944947,0.071600165,0.00120562,0.000250913,2.474311321,5.084642127,0.342072286,1.042513999,4.9356141,48.64693843,0.205562782,0.642449815,0.370107808,1.367789724,0.123427312,0.338863089,90.36349042,0.163192452,0.081596226,0.756551916,0.000677202,1.908145781,11995.41882,0.542607544,0.518136355,0.868078774,0.045019982,0.09770268,0.311682876,1.19825088,1.051605926,1.028820017,0.19851587,1.996873619,0.606236122,1.305403367,5.876203382,1.006715176,16.35268922,60.66540886,99.4197027,27.67664578,0.930349159,0.105366319,0.095606861,3.916368097,1.505642097
