ROW TYPE,ATTRIBUTE_NAME,Realisation,Initialisation,Parameters,prog_ent_max,prog_ent_min,prog_ent_xmax,prog_ent_xmin,prog_ent_int,prog_ent_grad,tau_conv_prog_precip,eff_dcfl,eff_dcff,cpress_term,ent_fac_md,amdet_fac,r_det,cca_md_knob,cca_dp_knob,mparwtr,qlmin,gwd_frc,fbcd,gsharp,nsigma,g0_rp,ricrit_rp,orog_drag_param,a_ent_1_rp,g1_rp,dec_thres_cloud,near_neut_z_on_l,dbsdtbs_turb_0,two_d_fsd_factor,dp_corr_strat,ice_width,param_pdf_power,param_pdf_merge_power,c_r_correl,param_aut_qc,m_ci_rp,ai,x1r,ar,mp_dz_scal,param_mp_czero,param_mp_tau_lim,qclrime,a_ratio_exp,a_ratio_fac,starticetkelvin,tice,param_tnuc,allicetdegc0to1,allicetdegc,ps_anth_so2_emiss,ps_dry_depvel_so2,ps_sigma_updraught,biom_aer_ems_scaling,ps_natl_ss_emiss,ps_acc_cor_scav,ps_natl_dms_emiss,ps_prim_moc,ps_dry_depvel_acc,ps_bc_refrac_im,aparam,liu_latent,bparam,u10_max_coare,r0,rho_snow_fresh,rmax,a_snow_et,rho_snow_et_crit_delta,rho_snow_et_crit,unload_rate_u,can_clump,tupp_io,f0_io,z0v_io,nl0_io,rootd_ft_io,n_lai_exposed3and4,n_lai_exposed5,fsmc_p0_io,gs_nvg_io
Experiment,,1,1,143,2.518807795,0.363958603,-4.990039265,-3.579101379,-5.102209533,-1.527245964,14376.61985,1.554953598,6.117150549,0.589283981,0.947283039,9.034557874,0.388928782,1.004379923,1.004379923,0.001654663,0.000421298,4.024541993,7.35514111,2.076248145,1.444133634,36.81658751,0.2716167,0.203952667,0.229492423,0.848124171,0.261836166,1.630667827,9.43E-05,1.383835104,23893.48543,0.716539157,0.36659683,0.065631416,0.934910054,2.826789511,1.657857822,0.024285282,0.223827613,0.272782122,0.576264955,3.954233691,3922.708932,0.000754874,-0.158005932,0.087457828,259.0456909,259.0456909,-14.1043091,0.078819048,-32.96759096,1.334610655,0.781893423,1.117133315,1.020876503,3.548655775,0.809404904,1.596810054,0.56744303,7.119176194,0.664925338,0.099701531,-0.001437116,-0.129921271,20.25645201,54.40416326,117.5367419,1962.545142,4.61E-06,41.36246162,158.8992035,2.95E-06,2.276920656,32.68181665,0.779205304,1.103782977,0.017700999,3.52304142,1.248322455,1.461577617,0.031928886,0.009792231
Experiment,,1,1,144,1.63463349,0.670466876,-4.795439426,-3.145772455,-1.168115596,-0.584461368,23744.68546,2.048619741,1.697803145,0.917561709,0.341066731,5.990425935,0.569381184,0.747809695,0.747809695,0.00182376,0.000503501,5.874565379,1.745660508,1.273096173,3.5778956,42.64104382,0.234515835,0.411609075,0.271716958,1.004171366,0.043434287,0.66938262,0.000438401,1.746799463,34113.37717,0.887424891,0.387318677,0.001387262,0.627465863,3.056346923,0.779749495,0.038661383,0.170436911,0.328032965,2.404808497,7.616018652,6170.992282,0.000749441,-0.247560298,0.059042228,260.2858836,260.2858836,-12.86411637,0.912452858,-14.53413553,0.886257358,1.827930364,1.158553847,1.667176139,2.882322259,1.753394095,1.710089364,1.184078317,6.591902402,1.053061457,0.034791904,0.006267783,-0.162265612,23.28667862,46.38352072,95.99033719,1994.905508,3.35E-06,15.1741251,111.1644623,1.20E-06,6.193095152,35.79970733,0.778874569,1.152773266,0.086704442,5.979786045,2.483778659,1.178711619,0.036116118,0.006632161
Experiment,,1,1,145,1.831667402,0.440887332,-4.434197032,-2.782253581,-1.901506911,-0.841905374,13147.71123,3.83521934,5.55986835,0.635445768,1.77574411,3.791958614,0.425498457,0.964971354,0.964971354,0.001354318,0.000258139,1.234713738,3.857910209,1.353302038,3.681943423,22.2876064,0.448679855,0.65116724,0.278975024,1.030994653,0.157123693,1.898432904,0.000962012,1.574135377,30581.06664,0.73421791,1.894705338,0.516430905,0.451269403,2.968067475,0.654373645,0.010848351,0.217671734,0.195978483,2.817245036,6.919485565,1651.681293,0.000349878,-0.371485269,0.019720834,262.988007,262.988007,-10.16199298,0.781660473,-14.59904134,1.288085519,1.472521899,0.986841609,0.606109556,1.993006675,0.807072904,1.829214548,0.487314276,8.686341213,0.729488593,0.042943826,-0.006551525,-0.170055185,17.20351601,50.8657495,125.5319931,1850.371926,2.79E-06,16.64766027,142.1796533,1.91E-06,3.991875375,36.53778593,0.706708944,1.125976266,0.039768741,7.718528715,2.052509548,2.696136919,0.458362004,0.007373613
Experiment,,1,1,146,1.913346391,0.348397479,-4.601745319,-2.849117573,-2.195624465,-0.892915746,14859.99458,1.056501028,5.871632731,0.153157063,2.290771614,9.920152263,0.46041077,0.875027644,0.875027644,0.001157343,0.000388351,4.354537365,3.434461112,2.843374436,2.130676294,19.37618445,0.516097482,0.495937298,0.064636429,0.238873761,0.110862605,2.409597613,0.00073885,1.212300032,13924.66414,0.375027893,0.217307138,0.511956067,0.006014425,3.073876904,2.769481814,0.04030867,0.292887729,0.310304197,0.646285634,10.81436087,3442.616004,0.000375288,-0.231466452,0.064148805,262.4580608,262.4580608,-10.69193916,0.34432353,-23.7540803,0.842538391,0.871548967,0.97087534,1.523473849,1.586921704,1.872625963,1.132013995,1.967302699,2.748234575,0.556321024,0.064090352,-0.002141335,-0.152597588,19.85032092,68.28051119,121.9965082,1716.082294,2.59E-06,29.03237923,151.0288875,2.38E-06,4.991029609,29.74279735,0.913104513,0.879054444,0.077983568,4.595075226,2.693441979,1.228664746,0.015857803,0.012810578
Experiment,,1,1,147,1.551906271,0.4087488,-4.902847898,-3.340355428,-2.035136425,-0.731624307,16352.05998,2.820929403,1.748029967,0.804529369,0.622243907,8.669331679,0.863068442,1.402057687,1.402057687,0.001603369,0.000190394,6.161723348,1.929304687,1.37848464,1.864902938,34.28944098,0.291634967,0.627546092,0.111957685,0.413756661,0.085136802,0.685982662,0.000366696,1.660645758,21056.01925,0.204326459,1.564165192,0.728468982,0.147590606,2.721015547,2.236823338,0.018010312,0.200961197,0.486722652,3.040439499,8.837231361,2341.626774,4.14E-05,-0.160722436,0.086595881,253.8023292,253.8023292,-19.34767082,0.522169162,-25.30135178,0.816195035,0.270791356,1.069243682,2.990423157,1.096239645,1.74547913,1.1651447,0.927296714,3.072378113,0.566506363,0.096944054,-0.006219525,-0.136405043,14.61404632,49.09789388,109.1818198,2237.448728,1.76E-06,60.47741676,169.6592366,1.68E-06,3.520961069,36.17056179,0.704547189,0.935551195,0.098811299,3.474922722,0.94234981,2.302099432,0.604864177,0.006286299
Experiment,,1,1,148,1.939195357,0.530288503,-5.071079992,-2.801098804,-1.208266568,-0.620668956,12913.65407,4.242750176,7.07644186,0.693755562,2.393303013,8.43680542,0.850161222,1.766398351,1.766398351,0.00164855,0.000539071,3.39834263,6.463237141,0.215029269,1.681934293,16.06333393,0.622535773,0.38538074,0.375436858,1.38748404,0.157354068,1.863510371,0.000461927,1.885543511,7408.27583,0.361472725,0.881255375,0.366364456,0.094380937,2.57312852,1.412724869,0.009910685,0.335651056,0.698557573,2.580786049,3.161450358,3866.842991,0.000291164,-0.179973136,0.080487634,254.1427799,254.1427799,-19.00722015,0.165467491,-31.58816856,1.20068117,0.688893346,0.662576419,3.016592655,3.569541152,1.662074798,1.223518586,0.453857505,7.692296168,0.452685115,0.080552333,-0.004989921,-0.145289131,15.16695568,46.11599567,113.0256923,2413.184855,3.26E-06,65.65500074,178.680693,1.82E-06,5.917402906,27.1609134,0.696547748,2.021368598,0.037159116,4.584413562,2.072008733,2.219410758,0.486026944,0.011289463
Experiment,,1,1,149,1.783863213,0.575922748,-4.517941777,-3.218043789,-2.414469842,-0.929257893,5934.962637,3.981853226,5.291612202,0.631542923,1.396086019,10.98931059,0.635189759,0.378007913,0.378007913,0.001753339,0.000699872,4.203703867,7.336542935,0.061872258,2.484962272,11.08515634,0.902107259,0.587592212,0.227778779,0.841791141,0.186007357,2.965569898,6.53E-05,1.584885528,21685.76148,0.034068626,1.810855222,0.857277644,0.887044764,2.423560709,1.185933518,0.016247098,0.339773926,0.047272324,1.989848886,10.37937477,1419.359918,0.000353099,-0.354826829,0.025006557,242.6014118,242.6014118,-30.54858817,0.747035406,-32.43519554,1.109248215,0.582241701,1.055492237,1.403279295,2.300332968,0.909668666,1.448319634,1.885492337,7.780650014,0.687870784,0.055913776,-0.005733125,-0.161234325,20.61395102,52.54177657,94.00596661,1901.605931,2.17E-06,21.91297788,115.9189445,2.72E-06,7.894608381,40.6065463,0.764217603,1.953412551,0.024913694,0.9045696,1.5905654,1.878187183,0.261961823,0.012420884
Experiment,,1,1,150,2.405680032,0.688428947,-5.154922558,-2.621631461,-1.088705736,-0.677873572,10188.64281,3.568475672,0.912055568,0.41908792,0.521449587,2.032715035,0.598205491,0.839531543,0.839531543,0.001419119,0.000932404,3.554885835,7.202911265,2.801381103,1.325410348,30.36741609,0.329300325,0.728181023,0.337465687,1.247155798,0.148152579,2.439131649,0.000223217,1.113483016,11682.4941,0.539140736,0.783259211,0.134007794,0.668713947,2.981729838,2.873015508,0.012480686,0.121177613,0.562802089,1.920233785,9.147323883,4258.736976,0.000397466,-0.098223376,0.106426833,257.7342716,257.7342716,-15.41572835,0.817076443,-18.27494273,1.238397887,0.91094096,1.46163453,2.005161252,1.76296556,1.692056231,1.205910684,0.580985985,1.527099771,0.688100768,0.109784428,-0.005671647,-0.127934654,19.5415644,55.47307579,140.6253812,1999.532633,4.14E-06,40.97942968,181.6048109,2.01E-06,7.317043456,35.16372435,0.932099395,0.551391729,0.05288566,4.725868894,2.454705995,2.101920001,0.292666462,0.008250099
Experiment,,1,1,151,2.949222551,0.413925487,-4.61852578,-3.208774696,-5.356736552,-1.798400507,21281.07891,2.118770508,1.351740219,0.891297493,0.968532913,4.406033332,0.812755502,1.183518676,1.183518676,0.001063954,7.88E-05,5.586650916,1.515696662,1.829663792,2.470829999,12.16965559,0.821715941,0.702347109,0.16814531,0.621406579,0.158903252,7.384344616,0.0006905,1.329899999,9387.969658,0.707405756,1.179710898,0.153030695,0.825190572,2.504596963,1.169275105,0.024493757,0.271888869,0.211198343,3.229383638,4.367595139,1437.010812,0.000117341,-0.39272541,0.012981337,235.8863444,235.8863444,-37.26365564,0.865427575,-38.32702856,0.889542022,1.300279559,1.435460539,2.584424624,1.083088304,1.329637851,1.56163632,1.907396967,7.349611835,0.973978765,0.079182714,-0.005961218,-0.147105484,16.90332911,69.54205758,141.4840352,2275.211834,2.06E-06,34.58500174,176.0690369,3.84E-06,3.007457674,29.11211886,0.738404911,0.972948815,0.058762793,0.637765402,2.271122488,3.505053972,0.005874879,0.014697946
Experiment,,1,1,152,2.43626903,0.630342231,-4.446543626,-3.291582473,-4.516460315,-1.563625577,18375.41744,1.625315364,7.934992468,0.831791713,0.617110101,4.982704946,0.786662725,0.97158012,0.97158012,0.001610202,0.000343789,3.740585239,8.073575993,0.758998111,1.178894552,25.50013762,0.392154746,0.719057386,0.038658254,0.142867459,0.192470349,4.7926299,0.0007972,1.352601291,14575.9443,0.936170698,0.404331767,0.045070472,0.661764032,2.198200735,1.565826406,0.014342121,0.20542193,0.202735535,0.950508336,8.468860846,1085.958462,0.000321854,-0.358957002,0.023696053,240.9070918,240.9070918,-32.24290824,0.708191648,-34.11104436,1.421631253,1.6674864,0.932185423,1.275053501,1.100225699,1.225502539,1.405687312,0.783661139,6.05122701,0.578836516,0.094355361,0.006783324,-0.124999418,15.55622649,44.77501263,107.2305881,2030.864089,2.83E-06,66.52331164,173.7538998,2.00E-06,4.848279059,31.79849781,0.825829469,1.703945081,0.066165324,3.574059594,1.090983712,2.727947207,0.27525973,0.014850972
Experiment,,1,1,153,2.449699207,0.614523436,-5.331835989,-3.447363616,-2.742659333,-0.973840634,20273.8716,4.193851952,4.455719247,0.112833165,2.414093994,0.912871889,0.89527185,0.888984857,0.888984857,0.001190025,0.000685561,6.25490038,1.613051637,1.960461199,2.569997295,40.98975776,0.243963384,0.115651024,0.327786876,1.211386281,0.15510946,2.676721903,0.000407196,1.720882741,32976.1906,0.522206117,0.826850698,0.741208602,0.308780363,2.26093325,0.803171139,0.00889878,0.275474027,0.059773056,2.057561425,8.662521452,2911.02733,0.000685439,-0.145540283,0.091413178,265.178911,265.178911,-7.971088956,0.837209749,-11.63570628,0.901826189,0.812211675,0.857994035,3.375736802,0.222277184,1.564276173,0.883531826,2.257647483,2.730433708,0.774931009,0.036869721,0.003300992,-0.16395039,18.84382032,44.49827355,112.7811889,2261.299589,6.49E-06,22.80585684,135.5870458,4.23E-06,4.977887571,33.93558355,0.815278091,1.642249099,0.042131976,2.771255793,2.436332786,3.270810475,0.019677764,0.013701956
Experiment,,1,1,154,1.645164429,0.618534935,-4.632645644,-2.604044157,-0.699313126,-0.506077463,12607.37727,3.775269916,2.37605743,0.753138876,2.347107035,4.090446704,0.788137783,1.148252713,1.148252713,0.001854348,0.000882391,4.662380702,4.833403663,1.657584543,1.220629506,7.607205581,1.314543152,0.369156627,0.045568059,0.168403697,0.191017529,2.086060562,0.0004613,1.856327839,15050.59828,0.275306509,0.821014674,0.768853627,0.342525155,2.349760229,0.464059712,0.018829054,0.184015246,0.908184508,1.605868494,3.188994962,675.3147094,0.000526404,-0.331823537,0.032305502,260.668862,260.668862,-12.48113805,0.499439998,-21.38787937,1.429910731,1.281898418,0.9780095,2.673197055,0.838911415,1.56133327,1.399591747,0.518834358,0.908374619,0.863876426,0.086625406,0.004865812,-0.131686313,20.15166716,61.95166659,108.2329805,1977.537132,3.79E-06,64.75273877,172.9857193,1.39E-06,4.231754881,34.07780439,0.854770356,1.354407476,0.047345836,4.000483607,2.622913862,3.846440684,0.182775681,0.013929997
Experiment,,1,1,155,2.837386817,0.412646049,-4.670699388,-3.055093585,-4.172513245,-1.500824497,11986.50665,3.195517883,1.382630408,0.876206715,0.41863712,4.166207465,0.441912253,0.733813426,0.733813426,0.001074313,0.000731476,4.581146042,7.667466321,0.362374373,3.75602916,9.165098672,1.091095727,0.234190856,0.090575719,0.334736353,0.068954305,4.898755587,0.000446263,1.101902368,4610.272396,0.506919731,0.071284777,0.67085435,0.560694048,2.937005316,1.97386126,0.018283387,0.220276904,0.66938921,3.583154277,6.097372709,4688.634356,0.000479055,-0.210421881,0.070826247,259.0140285,259.0140285,-14.13597148,0.66515178,-19.58777,0.941281997,0.628939798,1.384727384,1.566711723,0.687048203,1.794706068,1.85132724,0.936427712,7.947384465,0.838580819,0.041494951,0.005835758,-0.158561858,19.16515861,47.94869579,115.6048828,2086.05989,3.08E-06,45.33323531,160.9381181,2.61E-06,4.408017389,28.95275454,0.668825941,1.169539226,0.036444673,1.116895218,3.373116861,1.990867472,0.429148114,0.007662891
Experiment,,1,1,156,2.656365363,0.656417576,-5.047304304,-3.017326073,-2.316271742,-0.985206519,12430.59734,2.407070298,2.943683763,0.930282043,2.780236196,1.540716318,0.816133521,1.639277602,1.639277602,0.001214546,0.000903538,5.531574757,3.612934461,1.973059345,3.868651987,13.79571557,0.724862726,0.50225719,0.361097813,1.334491917,0.230026643,4.45680547,0.000839034,1.911685761,10811.57813,0.905313286,1.590623163,0.420071566,0.360295688,2.656905265,0.595159446,0.016318913,0.254986834,0.426655165,0.701518125,6.030626467,6833.246366,0.000145483,-0.185734343,0.078659603,245.3417956,245.3417956,-27.80820443,0.552312661,-31.38629009,1.13834819,1.597460215,0.302138999,0.624960582,1.532227405,1.616131612,1.098167881,1.833421602,6.906714176,0.784818876,0.079979969,-0.00043477,-0.141087129,18.3402683,45.43377536,91.17067311,2096.765248,5.31E-06,37.77075345,128.9414266,2.12E-06,7.278973376,28.76898873,0.900831422,0.776016844,0.057067168,5.881004524,1.515069312,3.192882382,0.799373523,0.016690913
Experiment,,1,1,157,1.521784915,0.361502505,-5.094168977,-3.007541534,-1.31086002,-0.556056336,13416.66301,1.92292162,4.651396161,0.498903016,1.969645564,4.204738165,0.875834806,0.794052202,0.794052202,0.001216675,0.000723029,4.232274149,7.597288399,1.543828459,2.431152021,12.84589777,0.778458631,0.387831787,0.314516706,1.162344348,0.132324362,4.506485376,0.000519371,1.281864953,12307.9488,0.281646921,1.426358116,0.34081395,0.702512393,2.705967795,2.507599767,0.01453948,0.249565794,0.978396986,1.650321122,6.137539324,1556.368922,0.000381611,-0.168226145,0.084214954,246.3031053,246.3031053,-26.84689468,0.121453008,-35.61379325,1.036178799,0.675097193,1.281575493,1.719593616,0.248714161,0.819222463,0.929357165,1.485040596,0.679538186,0.745273657,0.089350949,0.001731379,-0.133139086,19.71478208,51.54621684,93.26167437,1824.535183,3.76E-06,58.96015496,152.2218293,2.44E-06,4.497799403,33.61254839,0.745529993,1.74514825,0.033034337,3.207922136,0.575564193,1.073419415,0.285703867,0.010967157
Experiment,,1,1,158,1.867519308,0.660235196,-4.96761755,-3.155190187,-1.441482678,-0.666114481,28479.4114,2.704164169,3.87198154,0.018531352,1.915325169,2.942913304,0.818458032,1.152394783,1.152394783,0.00130748,0.000822608,1.957964791,0.970386803,0.388642492,2.101184968,6.948440376,1.43917188,0.224095749,0.076036803,0.281005578,0.113226281,0.927179899,0.000129279,1.423611807,3793.75711,0.082978783,0.316088086,0.192898386,0.993566541,2.512761164,0.722582667,0.024168394,0.368918533,0.170073029,0.675554112,8.900031713,1187.36416,0.000456079,-0.388813733,0.014222512,259.6417715,259.6417715,-13.50822846,0.185025738,-29.01871148,0.736886349,1.019682566,1.002573233,1.144880089,1.350121812,0.940990387,1.174137692,2.178317631,1.764466555,0.766474808,0.05154782,-0.003423138,-0.161618133,20.80776837,53.97733363,98.72490926,1687.603281,1.83E-06,37.34539668,136.0703059,2.99E-06,5.273684012,31.80291752,0.954794033,1.473994997,0.036118526,4.815064975,0.481408015,2.19889848,0.142572873,0.00909712
Experiment,,1,1,159,2.162048748,0.417059889,-5.107100433,-2.927321121,-1.926362086,-0.800534645,16129.56876,2.611027813,2.363694735,0.600977377,2.485492742,2.005423875,0.706285745,1.685643009,1.685643009,0.00110469,0.000140243,3.598115843,9.226427159,1.6199853,2.78360238,6.776007095,1.475795385,0.669088246,0.391797111,1.447945844,0.139088998,1.323140465,0.00025504,1.776865942,6466.913829,0.442476296,1.781764575,0.842996906,0.535467796,2.734921157,1.192839161,0.031633469,0.221899002,0.415887645,3.190482643,3.321781127,2135.616683,0.000621823,-0.178261528,0.081030727,244.6723969,244.6723969,-28.47760312,0.318714561,-33.84804738,0.722032863,0.282290089,1.028625611,0.989155495,0.826466013,1.173404988,1.144853415,2.66187266,3.467115195,0.544485641,0.061392926,0.006758709,-0.145361856,18.3073179,62.28554263,113.9262524,2191.379601,1.85E-06,16.28636023,130.2126126,2.20E-06,4.663523423,30.78134897,0.826108803,1.146448669,0.049097178,6.649619795,2.824931732,3.374570155,0.521017374,0.015643284
Experiment,,1,1,160,2.018036614,0.43671716,-4.403471585,-2.707657052,-2.088128977,-0.932483726,9505.096512,3.451976454,2.435854556,0.606813237,1.042611581,6.125120785,0.841141816,1.336228687,1.336228687,0.001770862,0.00039472,4.803676546,2.516922836,1.85235674,3.67128856,5.627269828,1.777060689,0.186192627,0.095156651,0.351665882,0.075524986,2.154248227,0.000292684,1.160290605,24448.80149,0.18550924,0.275973277,0.515639251,0.526290307,2.782341156,1.218694181,0.029333126,0.227690765,0.968665729,2.252598853,7.515759009,3431.461493,0.000274639,-0.369537544,0.020338847,256.7885301,256.7885301,-16.36146994,0.307401493,-27.170335,0.895775268,1.253335121,1.31730385,1.093221517,1.232622325,1.094701631,1.659725805,0.592722748,0.884697527,0.487971049,0.090988409,2.01E-05,-0.133840073,16.80160443,42.76508216,151.2681804,1634.738407,5.48E-06,39.36504763,190.6332281,2.04E-06,4.623166921,40.27225634,0.86860485,0.854165857,0.103483626,1.327574159,3.102202371,2.179956204,0.205704835,0.006979046
Experiment,,1,1,161,1.778467937,0.6767852,-4.502573403,-3.116557737,-1.800429119,-0.794855905,13043.87475,2.184760849,3.999076228,0.892194118,2.622333472,1.093831837,0.948218472,0.716688463,0.716688463,0.001246883,0.000317522,2.950255985,8.163119184,2.415164687,2.305981331,47.4460669,0.210765626,0.093054002,0.4412943,1.63087024,0.200413409,3.9015748,1.70E-05,1.560070355,7992.860095,0.519017586,0.658591199,0.91115664,0.862446723,2.354384989,0.708195115,0.030939605,0.235791913,0.241981132,2.593875657,2.672483443,3254.45597,2.86E-05,-0.262612244,0.054266245,253.6888501,253.6888501,-19.46114988,0.903748083,-20.77109204,1.366640224,1.779702155,1.073102993,3.280682931,1.466653683,1.709596502,0.772608686,2.594642655,4.542278813,0.513941531,0.050280607,-0.00276254,-0.161739406,19.0834861,64.94126167,89.315428,2039.56497,5.46E-06,28.03939566,117.3548237,3.58E-06,6.750379248,28.50594496,0.879778495,1.463114335,0.06861156,1.81434675,0.755341165,0.951804027,0.542573814,0.018418968
Experiment,,1,1,162,2.215103307,0.481360611,-4.906884434,-2.95128961,-2.135120441,-0.886555167,11324.77454,1.493428784,1.294120673,0.642776315,0.777551436,9.701006948,0.713947269,1.591270871,1.591270871,0.001276204,0.000409419,5.019740934,0.095367662,1.439356593,2.677097271,37.53392335,0.266425652,0.6814757,0.067562695,0.249688221,0.301206721,4.125593166,0.000682177,1.671535548,28146.19369,0.789445024,1.966560787,0.082569301,0.992205755,3.155826356,1.86575893,0.019487767,0.216241676,0.649094302,2.12925232,5.797158046,2033.805702,0.000543025,-0.202040877,0.07348554,243.3774503,243.3774503,-29.77254966,0.390458944,-34.02870642,1.264309632,1.348988204,0.581079508,2.472867116,2.489987999,1.569475164,1.863369104,1.53061294,5.119169588,1.011712233,0.08829429,0.000935782,-0.134586641,21.46112103,42.05376503,117.1409373,1821.37284,3.28E-06,28.36775593,145.5086932,2.79E-06,7.813011251,38.48294071,0.777758448,0.791108766,0.044252835,4.49979637,0.602081459,0.714123776,0.509810079,0.011781643
Experiment,,1,1,163,2.579391283,0.376884821,-4.625742087,-3.250635483,-4.829653814,-1.601698702,16689.58114,2.170281526,4.152680308,0.419594323,0.38599784,9.203924095,0.937189296,1.952960105,1.952960105,0.001310273,0.00018452,0.756304356,6.596047055,2.167554433,3.798460307,21.38244917,0.467673273,0.427972745,0.309575805,1.144084496,0.1849278,4.177376516,0.000484085,1.304907329,29706.48378,0.390013845,1.282545255,0.386058805,0.792437687,3.031508958,0.733803607,0.037445235,0.319646656,0.598477208,1.081985375,6.22052149,1812.080434,0.000119303,-0.263027421,0.054134509,256.26459,256.26459,-16.88541,0.607952647,-22.32089043,1.190851429,0.890597949,0.711086495,1.638428995,1.487716357,1.636474632,1.652109267,2.352303607,0.238794836,0.931005119,0.105346698,-0.000325289,-0.125326376,22.2305118,63.82349465,106.9558224,2277.039231,1.60E-06,27.82113646,134.7769589,2.13E-06,4.115255569,39.75965873,0.677685187,1.143728802,0.029910397,4.704424366,3.080964984,1.095153816,0.760182211,0.01192918
Experiment,,1,1,164,2.937083032,0.532039984,-5.007902622,-3.045383986,-3.200041561,-1.225488005,15404.64594,2.880722141,1.053944155,0.313300594,1.990110846,10.44019245,0.557335312,1.119001333,1.119001333,0.001522417,0.000718308,3.840833441,2.130211713,1.318022458,3.524664431,5.344587243,1.871051878,0.076324873,0.386550603,1.428556575,0.176831841,4.652359497,0.000312133,1.712028446,31157.43878,0.024365837,1.868297561,0.866945037,0.699257118,2.445224551,1.142055084,0.029096893,0.306846241,0.372308734,1.565518731,5.100019015,1448.820159,0.000558109,-0.268450222,0.052413854,252.9935054,252.9935054,-20.15649465,0.157226611,-32.26212038,1.04148038,0.825715235,0.844333164,1.866991322,0.283889226,1.502659852,1.680495648,0.993829008,4.866490794,0.606726229,0.078477578,-0.004471518,-0.146050853,18.25383473,73.50213886,96.4239243,1571.481588,3.21E-06,8.039224384,104.4631487,2.34E-06,9.79687736,33.78002827,0.701906573,1.336176538,0.031001653,2.548066634,1.328919095,3.464851563,0.691914485,0.017744061
Experiment,,1,1,165,2.082640348,0.572246646,-4.87238245,-2.740576001,-1.369462806,-0.708504143,17545.4335,3.497264058,1.823586062,0.191055474,2.870724349,8.528741272,0.734237762,1.328192924,1.328192924,0.001593199,0.000227211,1.030396216,8.416769244,1.177995373,2.883449419,25.20161825,0.396799916,0.624879798,0.235064735,0.8687175,0.042806799,1.207405555,0.000132262,1.903989477,15588.35995,0.805655027,0.048504315,0.439884008,0.409241253,3.12305502,1.536651424,0.022464245,0.293528137,0.00981878,1.816008375,7.577392956,1641.646061,0.000138812,-0.056377569,0.119704507,237.4290179,237.4290179,-35.7209821,0.813577728,-36.93630562,0.861831983,0.429196309,0.892896394,2.546397106,0.816966494,1.429579858,1.786295724,0.64529671,8.099863638,0.946899491,0.053021148,-0.000905306,-0.158191258,21.49194277,47.36183383,101.2229121,1769.655519,4.18E-06,11.50239115,112.7253032,3.37E-06,6.732898794,38.41552266,0.862532115,1.021785675,0.037625387,4.322475678,1.711018871,3.598612576,0.325836216,0.012881053
Experiment,,1,1,166,1.670364537,0.56714321,-5.269917555,-3.503247614,-1.620507914,-0.624463745,9275.631922,0.841852874,4.263308908,0.483287816,1.813469179,7.78757353,0.739390482,0.406900189,0.406900189,0.001116839,0.000510922,5.838229927,8.510067522,0.731148447,3.317277304,32.7540358,0.305305888,0.810312277,0.379545843,1.40266942,0.138540933,2.655913047,0.000583755,1.649228897,20937.60983,0.331801572,1.488996897,0.345703318,0.882305482,2.535079703,2.462191974,0.011245506,0.177062721,0.087181272,1.115461541,10.63515787,6260.205585,0.000253991,-0.0869592,0.110000956,249.4697291,249.4697291,-23.68027087,0.683332634,-26.88511856,0.92111081,4.402901471,1.143028401,2.264659562,1.565123035,1.47322453,1.609533177,1.018729366,1.736829192,0.761312503,0.077946812,0.005812055,-0.136094762,21.31878969,63.40193252,122.6346119,1933.769204,5.79E-06,23.52422404,146.1588359,2.33E-06,4.021437221,38.3478636,0.840040975,1.006829444,0.024143256,2.461052739,1.74350602,0.455006082,0.608764105,0.00605801
Experiment,,1,1,167,2.788780001,0.428982093,-5.103390746,-3.172946091,-3.449663966,-1.222411584,14680.44713,4.118595473,7.620027733,0.293414552,2.289172612,5.043033478,0.929605292,0.881426952,0.881426952,0.001008195,0.000649303,1.389065646,5.059483806,2.370944508,2.99875781,14.40056792,0.694417058,0.349704622,0.24718864,0.913523233,0.074544527,2.727118726,6.79E-05,1.230279895,36415.55612,0.256656859,1.241200829,0.328542206,0.57488978,2.449635759,0.698055712,0.017099295,0.318380342,0.077061814,1.535827324,9.930370523,2943.097023,0.000977283,-0.307014558,0.040177391,245.725461,245.725461,-27.42453902,0.930348696,-28.43732053,0.799872363,0.618821867,1.017918382,2.87573662,2.11699425,1.150035822,0.830478019,0.758042313,2.025308549,0.994782241,0.059586394,0.001541445,-0.15169375,23.30314939,64.77447197,86.81791478,1553.160933,3.88E-06,48.53076125,135.348676,2.16E-06,3.834375141,38.86881857,0.739368016,2.049234294,0.069813232,4.96762052,2.770744715,2.445594069,0.634341315,0.012037963
